,hyundai mb d5330,cellulare dual sim   prodotto da hyundai  con sistema operativo proprietario  schermo da 2.8 pollici  fotocamera da 1 mpx.,0.0,product
,glamour venus elite,cellulare dual sim   prodotto da glamour  con sistema operativo proprietario  schermo da 2.4 pollici  fotocamera da 2 mpx.,0.0,product
,glamour venus petit,cellulare dual sim   prodotto da glamour  con sistema operativo proprietario  schermo da 1.7 pollici  fotocamera da 0.3 mpx.,0.0,product
,glamour venus clavier,cellulare dual sim   prodotto da glamour  con sistema operativo proprietario  schermo da 2.2 pollici  fotocamera da 1.3 mpx.,0.0,product
,ngm stealth,cellulare dual sim   prodotto da ngm  con sistema operativo proprietario  schermo da 2.2 pollici  fotocamera da 1.3 mpx. connessioni  bluetooth 2.1 edr. dispositivi integrati  fotocamera digitale radio fm lettore digitale.,0.0,product
,ngm swat,cellulare dual sim   prodotto da ngm  con sistema operativo proprietario  schermo da 1.7 pollici  fotocamera da 0.3 mpx.,0.0,product
,doro phone easy 605,cellulare prodotto da doro  con sistema operativo proprietario  schermo da 2 pollici.,0.0,product
,samsung s5690 galaxy xcover,android phone prodotto da samsung  con sistema operativo google android 2.3  schermo da 3.65 pollici  160 mb di memoria  fotocamera da 3.2 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps registratore vocale.,0.0,product
,samsung s6102 galaxy y duos,android phone dual sim   prodotto da samsung  con sistema operativo google android 2.3  schermo da 3.14 pollici  fotocamera da 3.2 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa  3g. dispositivi integrati  fotocamera digitale radio fm lettore digitale registratore vocale.,0.0,product
,samsung s7500 galaxy ace plus,android phone prodotto da samsung  con sistema operativo google android 2.3  schermo da 3.65 pollici  2.7 gb di memoria  fotocamera da 5 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps hotspot wi fi.,0.0,product
,sony xperia s,android phone prodotto da sony  con sistema operativo google android 2.3  schermo da 4.3 pollici  32 gb di memoria  fotocamera da 12.1 mpx. connessioni  bluetooth 2.1 edr ieee 802.11b g n nfc  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps hotspot wi fi ricevitore glonass registratore vocale.,0.0,product
,lg p698 optimus link,smartphone prodotto da lg.,0.0,product
,lg e400 optimus l3,smartphone lg quadband wcdma con radio fm  display da 3 2 pollici  risoluzione 320 x 240 pixel  tecnologia lcd tft  input da schermo touchscreen capacitivo  sistema operativo android 2.3 e fotocamera da 3 megapixel. supporta connettivita bluetooth  wi fi usb  slot sd e jack audio 3 5 mm. batteria da 1540 mah. dimensioni  103 x 61 x 12 mm. peso  109 gr. colore nero argento  bianco argento,0.0,product
,lg p940 prada 3.0,smartphone lg 3xwcdma con radio fm e gps  display da 4 3 pollci  risoluzione 480 x 800 pixel  tecnologia lcd tft  input da schermo touchscreen  sistema operativo android 2.3 e fotocamera da 8 megapixel. supporta connettivita bluetooth  wi fi usb  slot sd e jack audio 3 5 mm. batteria da 1540 mah. dimensioni  127 x 69 x 8 5 mm. colore nero.,0.0,product
,alcatel one touch 282,cellulare prodotto da alcatel  con sistema operativo proprietario  schermo da 1.8 pollici. dispositivi integrati  radio fm.,0.0,product
,nokia 109,cellulare prodotto da nokia  schermo da 1.8 pollici. dispositivi integrati  radio fm lettore digitale registratore vocale.,0.0,product
,samsung i9300 galaxy s3 32gb,android phone prodotto da samsung  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.8 pollici  processore quad core  32 gb di memoria  fotocamera da 8 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps hotspot wi fi ricevitore glonass registratore vocale.,0.0,product
,brondi dual party,cellulare dual sim   prodotto da brondi  schermo da 2 pollici  fotocamera da 1.3 mpx. connessioni  bluetooth. dispositivi integrati  fotocamera digitale radio fm lettore digitale.,0.0,product
,ngm wemove quasar,android phone dual sim   prodotto da ngm  con sistema operativo google android 2.3.6  schermo da 3.75 pollici  fotocamera da 5 mpx. connessioni  ieee 802.11 bluetooth 3.0  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale lettore digitale ricevitore gps registratore vocale.,0.0,product
,alcatel one touch 993d,android phone dual sim   prodotto da alcatel  con sistema operativo android 4.0  ice cream sandwich   schermo da 4 pollici  4 gb di memoria  fotocamera da 5 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,alcatel one touch 997d,android phone dual sim   prodotto da alcatel  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.3 pollici  processore dual core  fotocamera da 8 mpx. connessioni  ieee 802.11b g n bluetooth 4.0  umts  hsdpa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,motorola razr i,android phone prodotto da motorola  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.3 pollici  8 gb di memoria  fotocamera da 8 mpx. connessioni  bluetooth 2.1 edr nfc ieee 802.11a b g n  umts  hsdpa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,alcatel one touch 985,android phone prodotto da alcatel  con sistema operativo google android 2.3  schermo da 3.5 pollici  fotocamera da 3 mpx. connessioni  ieee 802.11b g n bluetooth 4.0  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps registratore vocale.,0.0,product
,nodis nk 11,cellulare dual sim   prodotto da nodis  con sistema operativo proprietario  schermo da 1.7 pollici  fotocamera da 0.3 mpx.,0.0,product
,samsung n7105 galaxy note2,android phone prodotto da samsung  con sistema operativo android 4.1  jelly bean   schermo da 5.55 pollici  processore quad core  16 gb di memoria  fotocamera da 8 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi hotspot bluetooth ricevitore glonass registratore vocale.,0.0,product
,emporia click,cellulare prodotto da emporia  con sistema operativo proprietario  schermo da 1.8 pollici.,0.0,product
,glamour bijou,cellulare dual sim   prodotto da glamour  con sistema operativo proprietario  schermo da 2.2 pollici  fotocamera da 2 mpx.,0.0,product
,glamour solaire plus,cellulare dual sim   prodotto da glamour  con sistema operativo proprietario  schermo da 1.8 pollici  fotocamera da 1.3 mpx.,0.0,product
,motorola xt550 motosmart,android phone dual sim   prodotto da motorola  con sistema operativo google android 2.3  schermo da 3.5 pollici  fotocamera da 3 mpx. connessioni  bluetooth ieee 802.11b g n  umts  hsdpa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps.,0.0,product
,ngm wemove legend xl,android phone dual sim   prodotto da ngm  con sistema operativo android 4.0.4  ice cream sandwich   schermo da 4.65 pollici  processore dual core  4 gb di memoria  fotocamera da 8 mpx. connessioni  ieee 802.11 bluetooth 4.0  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps registratore vocale.,0.0,product
,sony xperia sl,android phone prodotto da sony  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.3 pollici  processore dual core  32 gb di memoria  fotocamera da 12.1 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n nfc  umts  hsdpa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi ricevitore glonass registratore vocale.,0.0,product
,ttm easy1,cellulare prodotto da ttm.,0.0,product
,momodesign md droid,smartphone prodotto da momodesign  con sistema operativo android  schermo da 4 pollici  fotocamera da 5 mpx  hsdpa.,0.0,product
,alcatel one touch 983,smartphone prodotto da alcatel  con sistema operativo android  schermo da 3.5 pollici  fotocamera da 3.2 mpx  hsdpa.,0.0,product
,ngm wemove legend 2,android phone dual sim   prodotto da ngm  con sistema operativo android 4.0.4  ice cream sandwich   schermo da 4.3 pollici  processore dual core  4 gb di memoria  fotocamera da 8 mpx. connessioni  ieee 802.11 bluetooth 4.0  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps.,0.0,product
,huawei g600 ascend,android phone prodotto da huawei  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.5 pollici  processore dual core  4 gb di memoria  fotocamera da 8 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps.,0.0,product
,huawei ascend d1 quad xl,android phone prodotto da huawei  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.5 pollici  processore quad core  8 gb di memoria  fotocamera da 8 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps ricevitore glonass registratore vocale.,0.0,product
,alcatel onetouch 232,cellulare prodotto da alcatel  con sistema operativo proprietario  schermo da 1.5 pollici.,0.0,product
,kn mobile kiss,cellulare dual sim   prodotto da kn mobile  con sistema operativo proprietario  schermo da 2.4 pollici  fotocamera da 1.2 mpx.,0.0,product
,amplicomms powertel m6000,cellulare prodotto da amplicomms  con sistema operativo proprietario  schermo da 2 pollici.,0.0,product
,amplicomms powertel m6200,cellulare prodotto da amplicomms  con sistema operativo proprietario.,0.0,product
,huawei y201 ascend,smartphone prodotto da huawei  con sistema operativo android  schermo da 3.5 pollici  fotocamera da 3.2 mpx  hsdpa.,0.0,product
,lg e960 nexus4,android phone prodotto da lg  con sistema operativo android 4.2.2  jelly bean   schermo da 4.7 pollici  16 gb di memoria  fotocamera da 8 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,samsung b5330 galaxy ch@t,smartphone samsung con schermo touch da 3 pollici da 240 x 320 pixel  tastiera qwerty  processore da 850 mhz  fotocamera da 2 megapixel  sistema operativo android. connessioni bluetooth  wi fi  3g  agps e slot microsd. batteria da 1200 mah.,0.0,product
,gt mobile ef100 easyflip,cellulare dual sim   prodotto da gt mobile  con sistema operativo proprietario  schermo da 2 pollici  fotocamera da 0.3 mpx.,0.0,product
,inno hit ih 100 dual sim,cellulare dual sim   prodotto da inno hit  con sistema operativo proprietario  schermo da 2 pollici.,0.0,product
,inno hit ih 69 tre,cellulare dual sim   prodotto da inno hit  con sistema operativo proprietario  schermo da 2 pollici  fotocamera da 0.3 mpx.,0.0,product
,ngm wemove legend,android phone dual sim   prodotto da ngm  con sistema operativo android 4.0.3  ice cream sandwich   schermo da 4.3 pollici  fotocamera da 8 mpx. connessioni  ieee 802.11 bluetooth 3.0  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps registratore vocale.,0.0,product
,burg g12 london watch phone,cellulare prodotto da burg  con sistema operativo proprietario  fotocamera da 1.3 mpx.,0.0,product
,tiptel ergophone 6010,cellulare prodotto da tiptel  con sistema operativo proprietario.,0.0,product
,sony xperia tx,smartphone prodotto da sony.,0.0,product
,sony xperia v,android phone prodotto da sony  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.3 pollici  processore dual core  8 gb di memoria  fotocamera da 13 mpx. connessioni  lte nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi ricevitore glonass registratore vocale.,0.0,product
,sony xperia j,android phone prodotto da sony  con sistema operativo android 4.0  ice cream sandwich   schermo da 4 pollici  4 gb di memoria  fotocamera da 5 mpx. connessioni  bluetooth 2.1 edr ieee 802.11b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,blackberry 9220 curve,smartphone blackberry prodotto da blackberry  con sistema operativo blackberry 7.1 os  schermo da 2.44 pollici  fotocamera da 2 mpx. connessioni  bluetooth 2.1 edr ieee 802.11b g n. dispositivi integrati  radio fm lettore digitale.,0.0,product
,acer liquid gallant duo,smartphone acer con sistema operativo android  schermo da 4 3 pollici con 960 x 540 punti di risoluzione  connettivita 3g  memoria espandibile e processore dual core. consente l alloggiamento di due schede sim.,0.0,product
,acer e350 liquid gallant,android phone dual sim   prodotto da acer  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.3 pollici  4 gb di memoria  fotocamera da 5 mpx. connessioni  ieee 802.11b g bluetooth 3.0  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps hotspot wi fi.,0.0,product
,brondi feel,cellulare dual sim   prodotto da brondi  con sistema operativo proprietario  schermo da 2.4 pollici  fotocamera da 1.3 mpx. connessioni  bluetooth. dispositivi integrati  fotocamera digitale radio fm lettore digitale.,0.0,product
,nokia lumia 920,telefono windows prodotto da nokia  con sistema operativo windows phone os 8  schermo da 4.5 pollici  processore dual core  32 gb di memoria  fotocamera da 8.7 mpx. connessioni  bluetooth 3.0 nfc ieee 802.11a b g n  umts  hsdpa  hspa   hsupa  4g. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi ricevitore glonass registratore vocale.,0.0,product
,nokia lumia 820,telefono windows prodotto da nokia  con sistema operativo windows phone os 8  schermo da 4.3 pollici  processore dual core  8 gb di memoria  fotocamera da 8 mpx. connessioni  bluetooth 3.0 nfc ieee 802.11a b g n  umts  hsdpa  hspa   hsupa  4g. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi ricevitore glonass registratore vocale.,0.0,product
,onda op03s,cellulare prodotto da onda  con sistema operativo proprietario  schermo da 1.7 pollici.,0.0,product
,asus a66 padfone 32gb,android phone prodotto da asus  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.3 pollici  processore dual core  32 gb di memoria  fotocamera da 8 mpx. connessioni  bluetooth ieee 802.11b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps registratore vocale.,0.0,product
,samsung s6010 galaxy music,android phone prodotto da samsung  con sistema operativo android 4.0.4  ice cream sandwich   schermo da 3 pollici  4 gb di memoria  fotocamera da 3 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps ricevitore glonass registratore vocale.,0.0,product
,glamour just,cellulare dual sim   prodotto da glamour  con sistema operativo proprietario  schermo da 2.2 pollici  fotocamera da 2 mpx.,0.0,product
,acer z110 liquid,android phone dual sim   prodotto da acer  con sistema operativo google android 2.3  schermo da 3.5 pollici  4 gb di memoria  fotocamera da 3 mpx. connessioni  ieee 802.11b g bluetooth 3.0  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps registratore vocale.,0.0,product
,apple iphone 5 64gb,smartphone prodotto da apple  con sistema operativo ios 6  schermo da 4 pollici  64 gb di memoria  fotocamera da 8 mpx. connessioni  bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps ricevitore glonass registratore vocale.,0.0,product
,apple iphone 5 32gb,apple iphone 5 ha un nuovo design che ottimizza l ergonomia nell uso a una sola mano  schermo retina da 4 pollici e un processore a6 ancor piu potente. supporta le piu veloci modalita di connessione e la fotocamera isight scatta suggestive foto panoramiche. case in allumini anodizzato.,0.0,product
,apple iphone 5 16gb,nuova versione di iphone con guscio in alluminio e vetro  schermo da 4 pollici con 1136  x 640 punti di risoluzione  massima velocita di connessione  4g   wi fi dual band  fotocamera isight da 8 megapixel. con processore a6  memoria interna di 16 gb. spessore 7 6 mm.,0.0,product
,lg p895 optimus vu,android phone prodotto da lg  con sistema operativo android 4.0.4  ice cream sandwich   schermo da 5 pollici  processore quad core  32 gb di memoria  fotocamera da 8 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps registratore vocale.,0.0,product
,samsung s3570 ch@t357,il telefono e ancora nel catalogo samsung per chi vuole  in cambio di qualche decina di euro  una tastiera fisica completa per digitare i testi dei messaggi con la massima comodita. incorpora uno schermo da 2 4 pollici  la memoria e espandibile e supporta la connessione 2g edge  wi fi e bluetooth. l autonomia di conversazione resa possibile dalla batteria di 1000 mah supera i 700 minuti.,0.0,product
,alcatel one touch 995,android phone prodotto da alcatel  con sistema operativo google android 2.3  schermo da 4.3 pollici  fotocamera da 5 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,acer z110 liquid duo,android phone dual sim   prodotto da acer  con sistema operativo google android 2.3  schermo da 3.5 pollici  4 gb di memoria  fotocamera da 3 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps registratore vocale.,0.0,product
,nokia lumia 620,telefono windows prodotto da nokia  con sistema operativo windows phone os 8  schermo da 3.8 pollici  processore dual core  8 gb di memoria  fotocamera da 5 mpx. connessioni  bluetooth 3.0 nfc ieee 802.11a b g n  umts  hsdpa  hspa   hsupa  3g. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,nokia asha 205,cellulare prodotto da nokia  schermo da 2.4 pollici  fotocamera da 0.3 mpx. connessioni  bluetooth 2.1 edr. dispositivi integrati  fotocamera digitale lettore digitale registratore vocale.,0.0,product
,nokia asha 205 dual sim,cellulare dual sim   prodotto da nokia  schermo da 2.4 pollici  fotocamera da 0.3 mpx. connessioni  bluetooth 2.1 edr. dispositivi integrati  fotocamera digitale lettore digitale registratore vocale.,0.0,product
,nokia 206,cellulare prodotto da nokia  schermo da 2.4 pollici  fotocamera da 1.3 mpx. connessioni  bluetooth 2.1 edr. dispositivi integrati  fotocamera digitale radio fm lettore digitale registratore vocale.,0.0,product
,nokia 206 dual sim,telefono cellulare nokia con schermo lcd trasmissivo da 2 4 pollici e doppio vano per schede sim. e  dotato di tastierino alfanumerico  dello slot per schede microsd e di una batteria da 1110 mah che gli consente  per le sue caratteristiche  un autonomia di conversazione di 20 ore. si connette a internet e non preclude l accesso ai social network o l uso della posta elettronica  che avverra su rete 2g. e  disponibile in nero  in bianco  ma anche in tinte vivaci.,0.0,product
,alcatel one touch 127,cellulare prodotto da alcatel  schermo da 1.45 pollici. dispositivi integrati  radio fm.,0.0,product
,blaupunkt bks 200,cellulare dual sim   prodotto da blaupunkt  con sistema operativo proprietario  schermo da 2.8 pollici  fotocamera da 2 mpx.,0.0,product
,i inn smartlet,android phone dual sim   prodotto da i inn  con sistema operativo android 4.0  ice cream sandwich   schermo da 5 pollici  4 gb di memoria  fotocamera da 5 mpx. connessioni  bluetooth ieee 802.11a b g n  umts  hsdpa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps.,0.0,product
,cat b15,smartphone dual sim   prodotto da cat  con sistema operativo android  schermo da 4 pollici  fotocamera da 5 mpx.,0.0,product
,alcatel one touch 1030,cellulare prodotto da alcatel  con sistema operativo proprietario  schermo da 1.8 pollici.,0.0,product
,emporia connect,cellulare prodotto da emporia  con sistema operativo proprietario  schermo da 2.4 pollici  fotocamera da 3 mpx.,0.0,product
,tiptel ergophone 6050,cellulare prodotto da tiptel  con sistema operativo proprietario.,0.0,product
,samsung i9105 galaxy s2 plus,android phone prodotto da samsung  con sistema operativo android 4.1.2  jelly bean   schermo da 4.3 pollici  processore dual core  8 gb di memoria  fotocamera da 8 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera radio fm lettore digitale ricevitore gps hotspot wi fi hotspot bluetooth registratore vocale.,0.0,product
,htc one sv,android phone prodotto da htc  con sistema operativo google android  schermo da 4.3 pollici  processore dual core  8 gb di memoria  fotocamera da 5 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps ricevitore glonass registratore vocale.,0.0,product
,lg e975 optimus g,android phone prodotto da lg  con sistema operativo android 4.1.2  jelly bean   schermo da 4.7 pollici  processore quad core  32 gb di memoria  fotocamera da 13 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps ricevitore glonass registratore vocale.,0.0,product
,blackberry z10,smartphone blackberry prodotto da blackberry  con sistema operativo blackberry 10 os  schermo da 4.2 pollici  processore dual core  16 gb di memoria  fotocamera da 8 mpx. connessioni  nfc bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps hotspot wi fi registratore vocale.,0.0,product
,doro phone easy 740,smartphone prodotto da doro  con sistema operativo android  schermo da 3.2 pollici  fotocamera da 5 mpx  hsdpa.,0.0,product
,utano t180 barrier,smartphone dual sim   prodotto da utano  con sistema operativo android  schermo da 3.2 pollici  fotocamera da 5 mpx  hsdpa.,0.0,product
,nodis nc 18,cellulare per auto dual sim   prodotto da nodis  con sistema operativo proprietario  schermo da 1.77 pollici  fotocamera da 0.3 mpx. connessioni  bluetooth. dispositivi integrati  fotocamera digitale radio fm lettore digitale registratore vocale.,0.0,product
,huawei g615 ascend,android phone prodotto da huawei  con sistema operativo android 4.0  ice cream sandwich   schermo da 4.5 pollici  processore quad core  8 gb di memoria  fotocamera da 8 mpx. connessioni  bluetooth 3.0 ieee 802.11b g n  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps ricevitore glonass.,0.0,product
,htc one mini,android phone prodotto da htc  con sistema operativo google android  schermo da 4.3 pollici  processore dual core  16 gb di memoria  fotocamera da 4 mpx. connessioni  bluetooth 4.0 ieee 802.11a b g n  umts  hsdpa  hspa   hsupa. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale ricevitore gps ricevitore glonass registratore vocale.,0.0,product
,vodafone chat,cellulare prodotto da vodafone. connessioni  bluetooth ieee 802.11  umts  hsdpa  hsupa. dispositivi integrati  fotocamera digitale radio fm lettore digitale.,0.0,product
,huawei sonic,android phone prodotto da huawei  con sistema operativo google android 2.3  schermo da 3.5 pollici  fotocamera da 3.2 mpx. connessioni  bluetooth ieee 802.11b g n  umts  hsdpa. dispositivi integrati  fotocamera digitale radio fm lettore digitale ricevitore gps hotspot wi fi.,0.0,product
,nodis nk 25,cellulare dual sim   prodotto da nodis  con sistema operativo proprietario  schermo da 2.4 pollici  fotocamera da 0.3 mpx. connessioni  bluetooth 2.0. dispositivi integrati  fotocamera digitale radio fm registratore vocale.,0.0,product
,lg e986 optimus g pro,smartphone lg di alto profilo tecnico  con ampio display full hd ips  supporto della connessione lte e una fotocamera da 13 megapixel con sensore bsi  autofocus e flash led. dispone della comunicazione nfc ed e animato da un processore snapdragon quad core. il pulsante home svolge azione di notifica illuminandosi in diversi colori. si tratta di un dispositivo android con una serie di utili applicazioni che lg fa trovare preinstallate. colore nero  spessore 9 4 mm  peso 170 grammi.,0.0,product
,huawei ascend w1,telefono windows prodotto da huawei  con sistema operativo windows phone os 8  schermo da 4 pollici  processore dual core  4 gb di memoria  fotocamera da 5 mpx. connessioni  bluetooth 2.1 edr ieee 802.11b g n  umts  hsdpa  hspa   hsupa  3g. dispositivi integrati  fotocamera digitale seconda telecamera lettore digitale.,0.0,product
,nodis nd 320,cellulare dual sim   prodotto da nodis  schermo da 3.2 pollici  fotocamera da 0.3 mpx. connessioni  bluetooth. dispositivi integrati  fotocamera digitale radio fm lettore digitale registratore vocale.,0.0,product
,brondi amico sport,cellulare dual sim   prodotto da brondi  con sistema operativo proprietario  schermo da 1.8 pollici. dispositivi integrati  radio fm.,0.0,product
,brondi jimmy,cellulare dual sim   prodotto da brondi  con sistema operativo proprietario  fotocamera da 1.3 mpx.,0.0,product
,nodis nd 400,smartphone dual sim   prodotto da nodis  con sistema operativo android  schermo da 4 pollici  fotocamera da 2 mpx  hsdpa.,0.0,product
,goclever fone 500,smartphone dual sim   prodotto da goclever  con sistema operativo android  schermo da 5 pollici  fotocamera da 5 mpx  hsdpa.,0.0,product
